ATTN-CIV1-1,ATTN-CIV1-2,ATTN-CIV1-3,ATTN-CIV1-4,ATTN-CIV1-5,ATTN-CIV1-6,ATTN-CIV1-7,DEC-RATE-CIV1,DEC-CIV1-1,WHY-DEC-CIV1,DEC-CIV1-2,"COMPENSATORY-CIV1
",ATTN-CIV3-1,ATTN-CIV3-2,ATTN-CIV3-3,ATTN-CIV3-3,ATTN-CIV3-2,ATTN-CIV3-4,ATTN-CIV3-4,DEC-RATE-CIV3,DEC-CIV3-1,WHY-DEC-CIV3,DEC-CIV3-2,"COMPENSATORY-CIV3
",ATTN-CRIM-1,ATTN-CRIM-2,ATTN-CRIM-3,ATTN-CRIM-4,ATTN-CRIM-5,ATTN-CRIM-6,ATTN-CRIM-7,DEC-RATE-CRIM,DEC-CRIM-1,WHY-DEC-CRIM,DEC-CRIM-2,"COMPENSATORY-CRIM
",VICCRED,VICBELIEVE,VICHONEST,VICBLAME,VICRESP,VICDISTRESS,VICFEAR,VICANNOY,VICFLATTER,VICSYMP,VICANGER,VICGREED,VICLIKE,VICSELFISH,PERPCRED,PERPBELIEVE,PERPHONEST,PERPBLAME,PERPRESP,PERPDANGER,PERPDISTRESS,PERPFEAR,PERPSYMP,PERPANGER,GENDER,AGE,CITIZEN,RACE,JURYSERVE,TIMESSERVE,JURYCRIME,JURYOUTCOME,JURYUNANIMOUS,,
,,,,,,,,,,,,1,2,4,1,1,3,1,3,2,there was no physical harm and one safety officer said it was not serious enough,2,,,,,,,,,,,,,,4,4,4,4,5,4,5,5,4,4,3,5,4,5,6,6,6,4,4,4,4,4,5,4,1,44,1,6,2,,,,,A15T9HDPHV3X7Q,civ3
,,,,,,,,,,,,1,2,4,2,1,2,1,8,1,The plantiff did provide a lot of evidence in favor of their case. The defendant excessively bothered the plantiff which made them very afraid and fearful  The staff at the university ignored the plantiff's claims due to them not seeing anything wrong in defendants file. ,1,10,,,,,,,,,,,,,10,10,10,1,1,10,10,6,2,9,1,8,7,6,5,6,5,10,10,8,10,5,1,6,2,37,1,6,1,1,car accident,guilty,n/a,A2VAOQ8P5M2Y8D,civ3
,,,,,,,,,,,,1,2,4,1,1,3,2,7,1,"Plaintiff ased to be left alone after becoming uncomfortable with repeated contact and emails that are described as having highly emotional content. She even sent a friend to express the same wish. Defendant interpreted her behaviour as 'playing hard to get'. I would think that is not a common occurrence in today's dating landscape. While I'm not aware of any actual threats being expressed and with campus security assessing the situation as 'not dangerous', plaintiffs level of discomfort with it that seemed genuine influenced my decision.",1,"I would award 5,500",,,,,,,,,,,,,8,9,10,1,2,5,7,10,3,5,3,1,3,1,3,4,5,7,9,7,5,5,4,2,2,54,2,3,2,,,,,AWJ5RYXJCSGV0,civ3
,,,,,,,,,,,,1,2,5,1,1,3,1,7,1,It seemed that the overall preponderance of evidence was on the side of the female student.,1,"6,750",,,,,,,,,,,,,9,9,9,2,2,3,5,6,2,7,1,2,6,2,7,7,7,4,7,3,3,3,2,3,1,41,1,3,2,,,,,A3HWJUL2SS2QNT,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,1,2,This guy was clearly insane stalker I have had this happen to me. Granted the guy didn't get close enough to hurt me because my uncle beat the crap out of him which got him to finally realize i was scared for my life. This school needs to be held accountable. ,2,,,,,,,,,,,,,,10,10,10,2,2,10,10,5,4,10,1,1,10,1,5,5,5,10,10,7,10,10,1,10,2,40,1,3,2,,,,,A1GE8RGD8728X0,civ3
,,,,,,,,,,,,1,2,4,1,1,3,2,2,2,"Based on the situations presented I learned about two young people who lack relationship experience since neither of them communicated well nor did they understand or respect each other. Both made assumptions and held a bias in what they believed the other person thought or felt rather than focused on their own well being and handle the break up concisely and in a mature fashion. The young man behaved like a lost puppy dog with sexist notions of how to win back the girl and the young woman understandably felt fear since upbringing probably taught her to 'be nice' rather than stand up and assert herself since for women this means being seen as 'a bitch'. Both required intervention from a counselor and a course on healthy relationships, boundaries, and accepting rejection. ",2,,,,,,,,,,,,,,8,9,5,5,5,7,6,7,3,9,1,1,7,1,7,7,5,7,8,5,5,5,5,3,2,60,1,3,1,3,"auto injury, property damage, murder","guilty, not guilty, guilty",One trial took extra deliberation since it came down to circumstantial evidence and reasonable doubt. ,A39GP79ULCP9J2,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,8,1,"The defendant himself admitted that he was a serious neiusance to the plaintiff and ignored her request to leave her alone. In addition to that the campus security guard also admitted that he could tell that she, the plaintiff, felt fear. Mr. Jones' engaged in behaviors such as causing distress, behavior that serves not purpose, following her everywhere she went, etc. that per the courts guidelines is textbook stalking. In addition to those acts Mr. Jones' lack or remorse is also very concerning and leads me to believe at some point he will in fact escalate. Ms. Martin the plaintiffs friend stated that he became angry, slammed his door, and made a menacing statement after she requested he leave Ms. Klein alone. Also, the campus security guard did NOT do hie due diligence. He simply looked up a file and determined that the claim was not worth his time and based his reasoning on past complaints. This was dangerous and stupid move as a slight nuisance could easily take a turn for the worst. The security guard could have at the very least brought Mr. Jones into his office and gave him a stern talking to but he did not even do that. To me it seems better to be wrong about stalking behavior than to ignore the complaint and be liable for a preventable death. ",1,"I would reward the plaintiff the full amount of $10,000. This to cover the cost of the trial and other expenses as well as send a message to the university about failing to investigate serious claims.",,,,,,,,,,,,,10,10,10,1,1,9,10,10,1,10,1,1,9,1,5,1,3,10,10,10,10,10,1,10,2,37,1,2,2,,,,,A34H6I71M6QHBR,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,6,1,I agree that the woman was in distress and that the man did not leave her alone despite multiple requests. Knowing that the university is watching him might have made him back off. ,1,"5,000",,,,,,,,,,,,,6,6,6,7,4,7,7,5,4,7,4,4,5,4,4,4,3,8,8,6,5,5,4,6,2,38,1,3,2,,,,,A1450VBYI3OQME,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,7,1,"The man was clearly stalking her and that's what we're deciding, right? The university should have done more. DOne anything. It's insane that we just let this stuff happen until the girl is actually physically hurt and then the law can do something about it. Something needs to happen before it gets to that point. I was terrified by what that buy said and how he spoke about the plaintiff and the situation in general. Terrified, so I can't imagine how that girl felt.",1,10000,,,,,,,,,,,,,10,10,10,1,1,10,10,10,1,10,1,1,10,1,1,1,1,10,10,10,10,10,1,10,2,33,1,3,2,,,,,A2JMEQ3KQFQCRM,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,1,2,The plaintiff did not suffer any physical harm. The defendant exercised due diligence in examining the complaint.,2,,,,,,,,,,,,,,8,10,9,1,1,9,7,10,1,8,1,7,9,1,9,8,9,10,10,4,1,1,2,7,2,66,1,3,2,,,,,A26ZENZ5G8AEGM,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,1,2,The defendant did not stalk the plaintiff ,2,,,,,,,,,,,,,,3,3,4,7,8,2,4,6,5,4,4,9,5,9,9,9,9,3,4,3,2,2,7,1,2,39,1,3,2,,,,,A1QXBYE81CP9N9,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,7,1,"I decided in favor of the plaintiff because the university did not take action even after Ms. Klein reported feeling unsafe many times. Mr. Jones's repeated behavior caused her emotional distress, and the university failed to protect her.",1,10000,,,,,,,,,,,,,6,6,6,9,6,7,6,8,6,7,7,6,8,6,6,5,5,5,5,6,6,6,7,6,1,35,1,3,2,,,,,AUO3MUHZA2FWD,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,9,1,"I think Mr. Jones did a number of things that could be considered more than just a coincidence or a misunderstanding. For instance, if Mr. Jones did not email Ms. Klein again after his initial email then I would not have considered that to be harrassment. Likewise, if he had made only one Facebook post I would say you could label it as a misunderstanding on Ms. Klein's part. It was the combination of all the things Mr. Jones did that made me believe he was stalking Ms. Klein and I believe the university is liable because not even once did they give Ms. Klein extra security even though she asked many times. If they had done that at least once then I would have leaned more toward a 50/50 case between the plaintiff and defendant.",1,"$7,000 ",,,,,,,,,,,,,10,9,9,3,2,9,8,10,3,8,1,3,9,2,3,2,5,9,10,7,4,4,2,7,1,43,1,3,1,1,Driving while under the influence of alcohol resulting in a single car accident,The defendant pleaded guilty after the prosecution presented its side of the case,Based on just opening arguments and the prosecution's side of the case I think the defendant was guilty,A1CT8CGDUL8U5,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,8,1,"I found in favor of the plaintiff because it was clear that she was scared and being stalked, but nobody would listen to her or do anything about it. They acted like she needed to be physically harmed before they would do anything, and many times that is too late. Ms Klein did tell Mr Jones he could email her, but after her friend told him to stop, he should have left her alone. ",1,10000,,,,,,,,,,,,,10,10,10,2,2,7,8,10,1,10,1,1,10,1,3,2,3,10,10,5,7,6,1,4,2,42,1,3,2,,,,,A3797G2O6PW1F4,civ3
,,,,,,,,,,,,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A39KJNWAFOD7N1,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,15,1,"There is no question that the plaintiff was being stalked. The stalker all but admits it. The university was negligent in protecting her from her stalker. Campus security was fully aware, yet deeemed his stalking not serious enough to warrant extra security detail for the plaintiff.",1,"At minimum: $100,000",,,,,,,,,,,,,10,10,10,1,1,10,10,10,1,10,1,1,8,3,1,3,1,10,10,10,10,10,1,9,2,37,1,3,2,,,,,A1K9XILXRD6R29,civ3
,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2F1MA4PBSRW83,civ3
,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2LU7CL50XLYJO,civ3
,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2TG7EEQ2XG2IK,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,15,1,I believed the plaintiff. The defendant was not believable.,1,10000,,,,,,,,,,,,,10,10,10,1,1,10,10,10,1,10,1,1,10,1,1,1,1,10,10,10,10,10,1,10,2,71,1,3,1,2,"DUI, shoplifting ",DUI not guilty.   SHOPLIFTING  NOT GUILTY,Not guilty for both,A1AB1BMULT9JLE,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,9,1,She had evidence that she filed a report about her fears and nothing was done.,1,"10,000",,,,,,,,,,,,,9,9,9,1,1,9,8,8,1,7,1,1,8,1,5,4,4,9,8,8,7,7,1,8,2,32,1,2,1,1,rape,guilty,guilty,A380XMOS0APBNW,civ3
,,,,,,,,,,,,1,2,5,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A38PC570ZB9OWL,civ3
,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3N1EOHW0REUUI,civ3
,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AYIFHDQSXQJ6B,civ3
,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOZNGVLQA42SZ,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,15,1,The university did nothing to try to stop the stalking,1,"$10,000 ",,,,,,,,,,,,,10,10,10,3,3,10,7,10,1,10,1,1,10,1,7,7,7,9,10,7,1,1,1,5,2,48,1,3,2,,,,,A2OWFJJ8YEKBF1,civ3
,,,,,,,,,,,,1,2,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2OVX9UW5WANQE,civ3
,,,,,,,,,,,,1,2,4,1,3,3,1,9,1,"Attitudes, beliefs, experience, and personality types are the factors that will most accurately predict and influence jury decision-makig.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A38SB4HNEB1CT0,civ3
,,,,,,,,,,,,2,1,4,2,1,1,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A34MVFSVTW0SWV,civ3
,,,,,,,,,,,,1,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAFWXGGKJ0J77,civ3
,,,,,,,,,,,,1,2,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3TD3PWJ8BU2H1,civ3
,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A3V1T42JSDJ7M0,civ3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2NKFS0H16IXIM,civ3
,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1IBVWKNX3OKK7,civ3
,,,,,,,,,,,,1,2,4,1,1,3,1,7,1,"When Mr. Jones was on the stand he stated that after being told by the friend that Ms. Klein no longer wanted any contact with him, he continued. Further, had the security guard told him the same after the first call the situation may have dissipated. If not, he'd know it's far more serious and would (hopefully) take further action. However, his ""investigation"" simply had him looking for a criminal record in his school records and nothing further. That doesn't suffice to me. There was no real investigation into the complaint.",1,7500,,,,,,,,,,,,,9,8,8,1,1,5,8,6,2,7,1,1,6,2,6,6,8,10,10,7,3,3,1,2,1,42,1,3,2,,,,,A6G30K3SIWKZ9,civ3
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,6,0,"Certainly the fact that the Mr Jones was insistant was really awkward, but nothing bad really happened and there could be some other reasons for the fact they were meeting from time to time.",2,,7,7,7,4,2,3,5,8,6,5,2,1,7,2,7,7,7,4,4,1,1,1,4,2,2,66,2,3,2,,,,,A1GHRGMTWG85LX,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,4,0,"I feel that this was a case of misunderstanding between both persons. I don't feel that Michael possed  any threat to his ex-girlfriend, but simply wanted to win her back.",2,,6,5,9,1,1,4,6,7,1,5,1,1,5,6,8,8,8,6,6,1,1,1,7,6,2,74,1,3,2,,,,,A221J0YB28SBLI,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,4,0,"By the definition of stalking, this does not meet the criteria. Defendant was not putting the victim in danger sexually nor death. I considered all the witnesses, evidence, and my own judgment.",2,,9,6,6,5,5,6,6,7,6,7,1,1,4,2,9,9,7,7,9,2,2,2,6,1,1,35,1,1,2,,,,,AYFJM3461CGMA,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,"I found the evidence proved beyond a reasonable doubt that the defendant commited the crime of stalking when he put the victim in fear. A reasonable person would have been in fear given the facts of the case. The victim repeatedly asked the defendant to leave her alone, and the defendant did not comply. The defendant persisted against the victim's wishes. The victim was constantly on alert and in fear she may run into the defendant. The victim made several complaints that went ignored. All these facts establish guilt beyond a reasonable doubt.",1,6 months in jail and a $500 fine.,10,10,10,1,1,10,8,9,1,10,1,1,10,1,6,6,4,10,10,8,9,9,1,8,1,42,1,3,1,2,battery and second degree murder,not guilty in both,Both trial were a unanimous verdict,A3U0SYY8QC02AR,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,The authorities were called and thatâ€™s when he should move on. Itâ€™s a waste of time for the court to sign off on a restraining order.,1,He should pay a fine. The judge should give him a notice that he may have to serve probation if he doesnâ€™t take classes for stalking. The court should also warn him of whatâ€™ll happen if this were to happen again.,10,10,10,1,10,5,6,10,1,5,1,1,10,1,1,1,1,10,10,3,5,5,1,1,1,35,1,1,2,,,,,A1B7CNT892B92,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,3,0,The plaintiff offered no record of previous abusive behavior or valid reason to believe that the defendant would commit any harmful acts.,2,,9,6,6,2,2,5,6,5,3,6,2,2,6,7,9,9,7,7,6,3,2,1,5,2,2,31,1,3,2,,,,,AJWJR8GU46AQJ,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,7,1,"I think he is guilty because he took things too far. After multiple attempts for him to stop especially when the roommate asked, he should have stopped but did not. He also claimed that he left her at the theater when he thought she seemed afraid but contradicted himself by saying later on, he did not stop pursuing her because he did not know she was scared.",1,He should serve a month in jail and have to pay $100.,8,10,10,3,2,9,8,6,3,7,2,1,6,2,4,3,3,9,10,7,5,5,2,5,2,25,1,"2,3",2,,,,,A2PCR8QD4GNB1K,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,"You can understand the case of the woman; she is so fearful of this man, she quit her job where he was showing up constantly, writing her emails constantly, security couldn't do a thing for her, and she has trouble sleeping, eating, and getting good grades in her class. This woman was frighetened and scared beyond belief and she felt trapped and paralyzed because of this man.",1,"Yes, he deserves a year in jail and to pay 450 dollars to the state.",9,8,9,2,4,9,9,8,2,10,3,2,7,3,3,2,3,10,9,10,9,9,2,10,1,34,1,1,1,1,theft,The defendant was found guilty.,They did reach a unanimous decision on it and they found him guilty.,A2LI51CANHJ00M,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,4,0,I don't believe that Mr. Jones met the two criteria to be convicted of stalking. Yes he might have been overbearing but he did not threaten the plaintiff.,2,,10,10,10,4,2,6,6,8,1,3,1,1,5,1,8,8,7,7,8,4,1,1,4,3,1,29,1,"3,6",2,,,,,A39J7HS3JV8CN,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,He was told that it was bothering her and continued as well as saying he was sure she still loved him even though there was all evidence that she did not and wanted to be done with any involvement with him.,1,Paying a fine of 500 dollars.,10,10,10,1,1,10,8,10,2,10,1,1,7,1,3,3,4,10,10,7,3,2,1,9,1,48,1,3,2,,,,,A1OFG93Z1NN049,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,5,0,Mr. Jones never threatened or made unwanted advances.  I also don't believe that Ms. Klein ever told Mr. Jones that she was upset by his behavior and that she was having trouble with him and/or his behavior towards her.,2,,7,6,6,3,3,5,5,8,3,7,2,1,6,3,5,5,4,7,6,3,3,3,4,5,1,58,1,3,1,3,"Minor offenses such as petty theft, traffic accidents, etc","One guilty, two not guilty",all 3 were unanimous,AEAXBNDD879C1,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,She was afraid of him.,1,Pay a fine only,9,9,9,3,2,8,9,9,2,6,1,1,7,3,6,6,3,8,9,8,7,7,1,1,2,43,1,3,2,,,,,A24ZW2OLN9KDAO,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,1,15,1,"If he really loved her so much he would leave her alone, especially when she had indicated that is what she wanted several times. No means no, not 'convince me'.",1,6 months and $500 to the state,9,10,9,2,2,9,9,9,4,10,1,1,7,4,2,1,3,9,10,8,6,10,1,10,2,23,1,3,2,,,,,A32HQQQ6GLL6GY,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"Mr. Jones did not deny sending repeated emails or following her; plus, the defense said the only thing proved was his love, which is not behavior indicative of love  -repeated attempted contact resulting in eventual ignoring by the victim",1,"$400 fine, one month jail",9,9,8,1,2,9,7,9,3,9,1,2,8,6,3,5,7,10,10,7,4,1,4,6,1,57,1,3,2,,,,,A1IL81UMEC9OJI,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,The female victim was frightened for her safety and the defendant was not leaving her alone with his delusions of winning her back because he loved her so much.,1,10 months jail and $400 fine,10,10,10,1,1,10,10,7,1,10,1,1,6,1,1,1,1,10,10,8,6,7,1,10,2,56,1,3,2,,,,,A5E2P5F1AXYZ1,crim
,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,3,1,8,1,"The fact that he continued to email even after she stopped responding, and talking to the professor. It just seems out of character.",1,$500 fine,8,9,9,3,2,7,6,10,1,7,4,2,8,2,5,4,5,8,9,6,7,6,3,8,1,39,1,3,2,,,,,A15QM0DTL65EOL,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,He stalked her for almost 5 months. From the first time in theatre he felt she was not comfortable as he admitted. He found out she was annoyed by him in December and continued to be in touch with her till January. ,1,Maximum fine of $500,10,10,10,1,1,7,8,10,2,9,1,1,5,4,6,5,4,10,10,7,10,7,1,7,2,34,1,3,2,,,,,A3GCYGO7UPKXO9,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,2,0,"There was no evidence that Mr. Jones had the character of a person that would harm another with physical abuse or other harm.  I think he acted more like a lost puppy.  Ms. Klein failed to communicate to Mr. Jones that she felt threatened by the continued presence of Mr. Jones in her life after they broke up.  Ms. Martin going to Mr. Jones to basically say, ""stay away from her"" did not convey that the victim was feeling threatened.  The extreme number of calls to Campus Security seemed over the top and indicate more of a neurotic personality on the part of the victim to believe that Mr. Jones contacts were threatening.",2,,5,7,8,7,6,9,9,3,1,5,1,1,4,7,7,7,7,5,5,1,1,1,5,1,2,71,1,3,2,,,,,A346XUUK22V9AZ,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,7,0,"He didn't directly make threats to her and I don't recall her directly herself telling him to leave her alone and that she is not interested, she sent someone else to, she should have just told him that himself.",2,,7,7,7,7,6,5,5,7,4,9,1,5,5,6,7,7,7,8,8,4,2,2,5,5,2,39,1,2,2,,,,,A1HLKDIL9EUEID,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,mr jones sent an enormous amount of emails stalked her outside of work when asked to stop he DID NOT. He then asked professors and her friends why she had been missing classes which clearly seems like he needed to know where she was,1,6 months in jail and a 500dollar fine,9,10,9,3,2,9,8,10,1,9,2,1,10,1,2,2,1,10,10,7,9,8,2,3,2,49,1,"2,3",2,,,,,A3P7XSX4AH6VRP,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,5,0,This was a tough decision for me! I decided on not guilty only because he did not threaten her. He was guilty of making her fear for her safety but refrained from direct threats.,2,,8,6,8,1,2,9,7,5,1,5,1,2,5,4,6,7,7,10,10,4,3,2,5,4,2,35,1,3,2,,,,,AS6FM754MF2B2,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,2,0,"Klein responded to a lot of attention from Jones, emails, visits, things like that. She harassed security for no reason. Jones was never mean, never threatening. Klein was being dramatic.",2,,3,3,2,8,8,2,1,4,8,2,8,10,2,10,9,9,7,3,3,1,1,1,8,1,2,34,1,"3,6",2,,,,,A3PQVDFT21IISU,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"The defendant's behavior would likely cause most people to be fearful. His claim that he is in love with Ms. Klein does not give him the right to stalk her. I am a psychologist and professor and I would be concerned if someone asked me about one of my students (Ms. Klein in this case). Ms. Klein was likely quite upset by the complete failure of the security department to do anything. Apparently, they did not have time to meet with the defendant. A meeting with security can have a quick effect under the right set of circumstances/",1,One month in jail and a fine of $500.,9,9,9,2,2,8,7,8,1,9,1,1,10,1,3,3,5,9,9,7,5,5,1,9,1,74,1,3,2,,,,,A2PRF5G21RC5G3,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,7,0,I feel that the he is not guilty as he had threatened Ms. Klein directly. ,2,,10,8,8,1,5,6,7,10,5,2,1,1,5,7,10,8,10,7,8,1,1,1,7,2,2,33,1,3,2,,,,,AV1NAL53ZQZE5,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"He continued to pursue her after both she and her friend asked him to stop. Whether he intended physical harm or not, she reasonably feared for her safety.",1,"Stay at least 100 feet from victim at all times, undergo psychological counseling, and pay a fine. I don't feel jail time is warranted at this time.",9,9,10,1,1,7,7,10,2,8,1,1,8,1,3,3,4,10,10,5,7,6,1,5,2,57,1,3,2,,,,,APCYT84LRNWHT,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,1,2,1,15,1,"while the defense's argument was that it wasn't conduct enough to be stalking, i felt the facts proved it to be 100% stalking. Not to mention the emotional distress he was causing by his behavior. ",1,5 days in jail with supervised release and fine ,10,10,10,10,1,10,10,10,1,10,1,1,8,1,5,10,10,10,10,10,5,3,1,10,1,29,1,3,1,1,theft,guilty,unanimous ,AT8SFBA7J41RD,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,8,1,"Even though his intentions may not have been malicious, he did technically stalk the victim. The act was further confirmed because he was told that the victim wanted to be left alone, but he still continued to try and engage with her.",1,I have decided to give the defendant the maximum punishment of 12 months and to pay a fine of $500.,9,6,10,5,5,10,10,10,5,6,1,1,5,5,7,8,10,7,4,6,1,1,3,1,1,30,1,1,2,,,,,AT4QB09S155NR,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,1,1,1,8,1,He was asked multiple times to stop contacting her or trying to contact her and he didn't. ,1,I believe he should pay a fine only. no jail time.,8,8,7,5,2,9,9,10,1,6,2,1,5,2,9,9,8,9,10,8,8,4,8,4,2,53,1,"1,2,3,5",2,,,,,A1KKQRREHGF2HC,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,It was admitted that he was trying to make unwanted contact. He didnâ€™t make explicit threats but did say things like how she would regret not getting back together with him. She took reasonable efforts to dissuade him which were unsuccessful. ,1,"I believe the punishment should be a fine, no imprisonment, and community service. This shows it was serious but would not disrupt his academic life. ",9,9,9,2,2,8,9,9,4,9,1,1,7,2,9,9,6,8,8,7,5,3,6,6,2,57,1,3,1,Twice. ,First was a traffic accident. Second was juvenile sex trafficking. ,First was found for the defense. Second was a mistrial. ,First jury was ,AEVM0XHZ35IOB,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,15,1,"She was scared for her safety, that's clear by how much she contacted security with concerns. The guy admitted he basically stalked her in a clueless ""I love her"" way, and that would make anyone concerned. No means no, and in this case She clearly told him no and didn't want him around. Yet he did anyways. He stalked her without a doubt, and she knew it, and was scared for her safety. ",1,"9 months, no fine.",10,10,10,1,1,9,9,7,5,9,1,1,7,3,6,5,6,10,10,6,3,3,1,5,1,45,1,3,2,,,,,ASVRLMDNQBUD9,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,4,0,I do believe that he behaved in a way that would make anyone feel uncomfortable but I believe that it was U to the victim to tell the defendant to leave her alone. None of that evidence ever had the victim telling the defendant how uncomfortable he was making her feel or asking him to stop emailing her or to stop posting pictures You're here he sounded like creep but he really just sounded like somebody really cared about the victim and the victim did not care for him but never once told me the defendant that she wanted him to stop any of the behavior that any of it was making her feel uncomfortable or fearful in any way. If he had been told to stop his behavior and it had continued after that then I would have a different opinion. ,2,,9,9,9,4,3,6,6,10,5,7,2,2,5,5,8,9,8,7,8,2,2,2,4,3,1,37,1,3,2,,,,,A1HQTLAYXLBEIE,crim
,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,1,1,3,1,9,1,I don't know how intense this situation would have gotten if she had not brought him to court. It did appear that he had met the criteria to be charged. The purpose of the law would be in my opinion to prevent this man from proceeding further without though for his own safety and reputation.,1,At this point I would say 500 fine and no jail time unless he starts again.,10,10,10,2,2,10,10,10,1,10,1,1,10,1,2,1,1,10,10,8,2,5,1,10,2,65,1,3,2,,,,,ACMN59IDRKHQL,crim
